reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,replyContent,appVersion,date,avod_end,okt_content,sentiment_label,sentiment_score
251f408a-6062-4d2e-84f7-7254256a9161,하누,첨엔 광고만보면 볼수있었는데 지금은 가입해야해서 볼만한게 없고 미션을께야지 볼수있어서 힘들어요.. 근데 제가보고십은애니를 볼수있어서 좋은점도있는데 몇게정도는 무료로 볼수있게해주세요!,3,0,3.68.0,None,3.68.0,2025-07-26 16:58:49,after,광고 볼수있었는데 지금 가입 해야 해서 없고 미션 볼수있어서 힘들어요 근데 가보고십은 애니 볼수있어서 좋은 점도 있는데 정도 무료 볼수있게 해주세요,매우 긍정,2
c3ae6f7a-2dee-4001-941b-680571c95405,리오,멤버십을 구매안한 사람은 보지말라는겁니까? 굉장히 짜증나나네요,1,0,3.68.0,None,3.68.0,2025-07-25 15:45:41,after,멤버십 사람 보지말라는 니까 굉장히 짜증나나네요,부정,-1
11bb122c-4e4d-4c3e-b204-92286bc32222,YT아야,향기로운 꽃은 늠름하게 핀다 만들어 주세요 무료로 볼수이게 해주세요 ㅠㅠ 인기가 많아요,5,0,3.68.0,"안녕하세요, 라프텔 고객센터입니다. 보고 싶은 작품을 추천해 주셔서 감사합니다. 현재 해당 작품의 서비스는 어렵지만, 더 다양한 애니메이션을 확보하여 고객님께 만족을 드릴 수 있도록 최선을 다하겠습니다. 아울러, 보고 싶은 작품을 제안해 주시면, 소중한 의견으로 받아들여 세심히 검토하겠습니다. ▶︎ 라프텔에 보고 싶은 작품 제안하기: https://laftel.net/form/request/new-item",3.68.0,2025-07-24 14:07:08,after,향기로운 늠름하게 핀다 만들어 주세요 무료 볼수이게 해주세요 인기 많아요,중립,0
8dff94f2-146e-41fb-a07b-de1e8c287d29,와사무,멤버십 등급은 왜 있는 건 가요? 해택 아무것도 없고 리뷰 달 때 닉네임 앞에 이모티콘 붙는 정도가 다인데 무슨 의미가 있나 싶어요. 그리고 다른 OTT에 비해 절대 저렴한 가격이 아닌데도 개별구매 유도 심한 건 정말 최악입니다. 판권만료라고 구매 유도해놓고 다음달에 바로 판권부활 하는 것도 웃기고 극장판 꿋꿋하게 개별구매 유도하는데 이럴거면 훨씬 저렴하고 볼 거 많은 넷*로 갈아타는 게 소비자 입장에선 훨씬 합리적이겠어요. 애니 전문 어플인데 유명작 넷*한테 뺏겨서 아직도 안나오는 것도 참 별로고요. (대표적으로 나츠메 우인장 7기) 전설등급 찍을만큼 애니를 좋아해서 이 어플 오래 사용하고 있지만 이런 부분들 개선 하지 않으면 굳이 이런 비싼 돈 주고 더이상 라프텔 유지하지 않을 것 같네요.,2,1,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 오랜 기간 애정을 갖고 이용해 주셔서 감사합니다. 라프텔 등급은 멤버십 연속 이용한 일수를 기준으로 부여되며, 별도 혜택은 제공되지 있습니다. 향후 보다 실질적인 의미를 가질 수 있도록 방향을 고민하고 있습니다. 또한 일부 콘텐츠는 권리사 정책 및 계약 조건에 따라 멤버십이 아닌 개별 구매로 제공되며, 콘텐츠별 정책에 따라 달라질 수 있습니다. 종료 안내 이후에도 재계약이 빠르게 이루어져 다시 제공된 경우가 있어, 모든 상황을 사전에 안내드리기 어려운 점 너그러이 양해 부탁드립니다. 앞으로도 더 나은 경험을 드릴 수 있도록 개선을 이어가겠습니다. 오늘도 즐거운 하루 보내세요 :)",3.67.0,2025-07-21 15:18:24,after,멤버십 등급 가요 해택 아무 없고 리뷰 닉네임 이모티콘 붙는 정도 다인 의미 있나 싶어요 ott 비해 절대 저렴한 가격 아닌데도 개별 구매 유도 심한 최악 판권 만료 라고 구매 유도 해놓고 판권 부활 웃기 극장판 꿋꿋하게 개별 구매 유도 하는데 이럴거면 저렴하고 많은 넷로 갈아타는 소비자 입장 에선 합리 이겠어요 애니 전문 어플 인데 유명 한테 아직도 나오는 로고 대표 나츠메 인장 전설 등급 찍을만큼 애니 좋아해서 어플 오래 사용 있지만 부분 개선 하지 않으면 굳이 비싼 주고 라프텔 유지 하지 않을 같네요,매우 부정,-2
97de6233-4466-4eeb-a84b-d04d60e12e81,성서아,왜 갑자기 광고 무료였던 것들이 다 멤버십으로 됐어요? 그냥 싹 다 유료로 바뀌었는데 일부로 바꾼 거예요?,3,1,3.65.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 2025년 6월 30일부로 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.65.0,2025-07-20 22:38:47,after,갑자기 광고 무료 였던 멤버십 됐어요 유료 바뀌었는데 일부 바꾼 예요,중립,0
a58095c6-c5e6-4357-84f6-f0c933a0bde6,김규연,아아 왜 무료보기가 없어졌어요-!! 물론 청소년이라서 보려면 부모님한테 허락 받아야하긴 하지만...그래도 다시 넣어주세요...ㅠ 도대체 왜죠? 도대체 왜죠? 이런 시봉방탈출 유일하게 믿었던 앱이였는데요...이제 손절해야겠다...,1,0,,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 2025년 6월 30일부로 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",,2025-07-20 10:31:27,after,무료 보기 없어졌어요 청소년 이라서 보려면 부모님 한테 허락 받아 야하긴 다시 넣어주세요 도대체 도대체 봉방 탈출 유일하게 믿었던 였는데요 이제 손절 해야겠다,부정,-1
e0a65430-efa3-4bc3-8c2f-2f446351d911,홍성룡,이젠 멤버십만 남았네,2,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 2025년 6월 30일부로 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-19 01:24:43,after,멤버십 남았네,중립,0
23aab5d9-190b-46dd-a790-308030db9860,김민서,"맴버쉽이 쌈,광고가 조금 나오고 랙이 걸리는것 빼곤 괜찮음",4,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 2025년 6월 30일부터 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 번거로우시겠지만 사용 중인 기기에서 라프텔 앱을 삭제한 후 최신 버전으로 다시 설치하여 문제가 해결되었는지 확인해 보실 수 있을까요? 그런데도 이슈가 계속된다면, 기기 모델명과 OS 버전 정보와 함께 문제 상황을 고객센터로 자세히 알려 주시기 바랍니다. ▶︎ 1:1 문의 등록하러 가기: https://help.laftel.net/hc/ko/requests/new",3.67.0,2025-07-18 22:45:59,after,맴버쉽 광고 나오고 걸리는것 빼곤 괜찮음,중립,0
281e04aa-1cae-4527-b248-aed35dfff76d,김보민,다 멤버십.. 다 구매.. 이러면 어찌 보라는 거죠..ㅠㅠ 전에는 광고 보면 볼 수 있었는데 오랜만에 깔아서 보니 정말 별로입니다..,1,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-18 18:42:07,after,멤버십 구매 이러면 보라 에는 광고 있었는데 오랜 깔아서 보니 별로,중립,0
e155133a-4793-41c5-a333-e44c9e1bf066,이단우,님들이거 무료보기 언제 부터 안된거임 그래서 다른 걸 볼 수 밖에 없음 아... 어떤 뭘 봐야 되지 하...,3,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 6월 30일부터 해당 서비스는 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-18 03:00:16,after,들이거 무료 보기 안된거 밖에 봐야 되지,중립,0
5157032b-657e-4506-b623-6e2ca315dcae,박민준,이거 멤버십 아니면 볼수 있는게 뭐죠?,2,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-16 17:37:22,after,멤버십 볼수 있는게,중립,0
d563ea51-7db8-4919-b7a4-2a6240a4445c,준코,광고 무료보기 없어져서 좀 슬픔..ㅜ 돈없는 학생이라 멤버쉽 가입을 못하는데..... 구매한 영화들만 무한반복해야죠 뭐......,3,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-14 01:10:58,after,광고 무료 보기 없어져서 슬픔 학생 이라 멤버 가입 하는데 구매 영화 무한 반복 해야죠,부정,-1
